description,location,true_label,type
El verdadero burgés del marxismo es el político y la empresa capitalista es una que usa armas,"Canary Islands, Spain",España,city
,Canary Spain,España,city
RRA 👼🏼,"Candás, Asturias ",Principado de Asturias,city
Bibalabuaba,"Cangas, España",España,city
,"Cangas, España",España,city
may you be in heaven a full half hour before the devil knows you’re dead,"Canillejas, Madrid",Comunidad de Madrid,city
"•When a flower doesn't grow you change the environment in which it grows, not the flower •
skorpio.alien
💔🦇🕸🦂🌹🌫🔥🎶💊⚡💜💿🥑🔮",Cantabria,Cantabria,city
"Pronuncio mal la R, soy extrovertímido y sé que el @sonoramaribera es la vida, joder.",Cantabria,Cantabria,city
"Maestra.Secretaria General de la FECCOO de Cantabria. Comprometida,pro-activa,luchadora y divertida. #Saharawia.",Cantabria,Cantabria,city
,Cantabria,Cantabria,city
Roja y feminazi. Condición sexual: sin definir. Arriba la Troika.,Cantabria,Cantabria,city
"Para días grises, paraguas de colores.",Cantabria,Cantabria,city
Entre el 39300 y el 39340 💢,Cantabria - Oporto,Cantabria,city
"spent years saying i wasn’t romantic to end up being a sucker for romantic shit. what a waste of time, huh? 🥳 / 🏳️‍🌈🏳️‍🌈",Cantabria - UK.,Cantabria,city
Psicóloga UPV. Máster #Psicopatología y #Salud UNED. Máster Personas #Discapacidad INICO-USAL. Máster Formación #Profesorado NEBRIJA.,Cantabria (España).,Cantabria,city
"Cuenta oficial de turismo de Cantabria, síguenos y #ComparteCantabria Not a spanish speaker? Follow us at @VisitCantabria #ShareCantabria","Cantabria, España",Cantabria,city
"Bióloga.Contagiadora de inquietudes.Educadora Ambiental. Apasionada por los animales,sobre todo por los perros. I❤️Yoga. Escribir,Sentir,Vivir.","Cantabria, España",Cantabria,city
Periódico de noticias de Cantabria. Porque la buena información no tiene precio,"Cantabria, España",Cantabria,city
,"Cantabria, España",Cantabria,city
"Morboso,vicioso.amante de los croking y el mundo del sex","Cantabria, España",Cantabria,city
™️,"Cantabria, España",Cantabria,city
"🚨🕀🚨“¿Cómo distingues a un comunista? Bueno, es alguien que lee a Marx y a Lenin ¿Y cómo distingues a un anticomunista? Es alguien que entiende a Marx ”🚨🕀🚨","Cantabria, España",Cantabria,city
🇪🇸,"Cantabria, España",Cantabria,city
tw facha member 🇪🇸,"Cantabria, España",Cantabria,city
⭐ make the difference ⭐,"Cantabria, Spain",Cantabria,city
🇵🇱🔻,"Cantabria, Spain",Cantabria,city
Audaces fortuna iuvat,Cantabria. España.,Cantabria,city
"Cantillana, 9 de Noviembre de 1975, Diplomada Relaciones Laborales, Pastoreña de Cantillana y de la Esperanza de Triana. Real Betis. Del Partido Popular siempre","Cantillana, España",España,city
"BAR OCAÑA , LA MÁS FRÍA .",Cantillana(Sevilla),Andalucía,city
"Técnico de laboratorio. Arbitro de @CtaAragon. Viajes, deporte y montaña.","Capital del cierzo, Zaragoza",Aragón,city
Cuerpos y Fuerzas de seguridad del Estado.Guardia Civil.Agrupación de Tráfico 🚔🚔🚨🚨🇪🇦🇪🇦.Los ciudadanos mi razón de ser #serviryproteger #elhonormidivisa,Capital Del Reino De España.,España,city
https://www.facebook.com/esculturarosendocarabanchel,Carabanchel ( Madrid ),Comunidad de Madrid,city
"21 😎
~Muere sonriendo que la vida vuela~ 
⏩instagram: marisolohayuna14⏪
ATLÉTICO DE MADRID 🤗
Jugadora del Surla ⚽","carabanchel, Madrid",Comunidad de Madrid,city
Socialista por Principios y soy Chavez - #TROPA,Carabobo-Valencia,unknown,city
"Director Creativo . Diseñador . Músico
www.desviocreativo@gmail.com",caracas . barcelona,Cataluña,city
,"Caravaca de la Cruz, España",España,city
"soy un poco rojo
farmacia @canalugr","Caravaca de la Cruz, España",España,city
bombera forestal,"Carcaixent, España",Comunidad Valenciana,city
we're all mad here,"Carcaixent, País Valencià",Comunidad Valenciana,city
"👉Servicios de gestión empresarial integral: #contable, #fiscal, #laboral
👉Creación de empresas. 
👉Planes de #empresa y viabilidad empresarial. #emprendedores","Cardenal Silíceo, 21-23 Madrid",Comunidad de Madrid,city
Naturaleza,"Cardeñosa, España",España,city
,"Cariñena, España",España,city
"Mido 1,90, ollos azuis e moreno de pel e pelo. Musculoso cas abdominais ben marcadas. O que máis aprecio na vida é a sinceridade","Carral, Galicia",Galicia,city
"El corazón, la cultura, el arte y la gastronomía de Galicia en el centro de Madrid","Carretas 14. 28012, Madrid",Comunidad de Madrid,city
"En construcción...  
Intento de educador.
Aquí, mis opiniones y mi mirada sobre la vida.
Actualmente en @fundacionFISAT",Cartagena,Región de Murcia,city
Todo esta en su perfecto orden ♥️,Cartagena,Región de Murcia,city
Gestor e investigador Cultural,cartagena,Región de Murcia,city
"Apasionado de la fotografía de naturaleza, socio fundador de @clikcartagena y creador de @escriboviajes",Cartagena,Región de Murcia,city
stay alive,Cartagena,Región de Murcia,city
"Periodista. Escribo en @eCartelera y hablo sobre cine en @ORMurcia.
Hago programas de música. Películas, canciones y series.",Cartagena,Región de Murcia,city
,"Cartagena
",Región de Murcia,city
"Proteger los servicios públicos,acceso d calidad para tod@s. La base del cambio está en la Educación. Es prioritario.",Cartagena (Murcia),Región de Murcia,city
Apasionado de Cartagena. Disfrutándola desde @HotelHabaneros y conquistándola desde @InfAuxHispana #CartagenaEnBici #CartagenaEnMoto,Cartagena (Spain),Región de Murcia,city
~Lo bueno se hace esperar por eso siempre llego tarde.~ ×Mens desequilibrada in corpore sano.× CAFD y toda una vida orientada al deporte. ♎ @JimbeeCartagena,Cartagena / L'Azohía,Región de Murcia,city
🏀😝,"Cartagena, España",Región de Murcia,city
Quiero saber de todo y cuanto menos mejor. 🇲🇽🇪🇸,"Cartagena, España",Región de Murcia,city
,"Cartagena, España",Región de Murcia,city
feel the bloodmoon,"Cartagena, España",Región de Murcia,city
"The time hath come for Tequila Sunset, the end of all things","Cartagena, España",Región de Murcia,city
"SG de las Juventudes Socialistas de Cartagena✊🌹
 

                                                                                     ❤️💛💜","Cartagena, España",Región de Murcia,city
"Estudiante de Ingeniería Mecánica en la UPCT | Amor por el cine, los libros y los memes.","Cartagena, España",Región de Murcia,city
🐱🏖⏸❤️,"Cartagena, Spain",Región de Murcia,city
"Ven cuídame, cuando el mundo me quita la fe","cartagena,murcia♡",Región de Murcia,city
Jardinero y Pensador.Entrenador de Baloncesto. Un Fundador del Club Baloncesto Cártama. Ex-Presidente del Club Deportivo Cártama.,"Cártama,Málaga",Andalucía,city
"Red de obras educativas y comunidades lasalianas de Madrid, Castilla La Mancha, Extremadura y Canarias",Casa La Salle - Madrid,Comunidad de Madrid,city
"14-01-17
sin pausa pero sin prisa                                       R A P","Casas del rey, España ",España,city
Deejay Pelos en mis ratos libres. Amante del vino tinto y de la buena música. También juego al ordenador y no poco. Cascantitis y un poco de caza.,"Cascante, España",España,city
,"Caspe, España",España,city
"De Girona. 
31/01/89
EMERGÈNCIES SANITÀRIES 🏥🚑💨
Instagram: @roober_tt","Cassà de la Selva, Espanya",España,city
𝕤𝕚 𝕝𝕖𝕖𝕤 𝕖𝕤𝕥𝕠 𝕞𝕖 𝕕𝕖𝕓𝕖𝕤 𝕦𝕟 𝕔𝕙𝕦𝕡𝕚𝕥𝕠,"Castalla, España",España,city
"Perfil Oficial de la agrupación de Cs en Castañeda, Cantabria.","Castañeda, España",España,city
"Perfil de Twitter del Blog de Música La Música Amanseix les feres i de l'empresa de Managament/Booking, Gestió Cultural i Publicitat musical de la Marina","Castellar del Vallès, Espanya",España,city
YuangQing Tola,"Castelldefels, España",España,city
"Mare, companya, amiga. Veïna de Castelldefels, nascuda i enamorada de Barcelona. Psicòloga, Dra d'Orientació i Formació a Barcelona Activa. Perfil personal.","Castelldefels, Espanya",España,city
Entidad privada sin ánimo de lucro para el desarrollo de proyectos de innovación dentro del ámbito social mediante la tecnología dron.,"Castelldefels, Spain",España,city
"El Comité Econòmic i Social es un órgano consultivo del Consell y de las instituciones públicas de la CV, en materias económicas, sociolaborales y de empleo.",Castelló,Comunidad Valenciana,city
,Castelló,Comunidad Valenciana,city
Tecnico Telecomunicaciones.,Castellon,Comunidad Valenciana,city
Ciudadano del globo de 45 años. De profesión letrado y libre de vocación. Abierto al mundo y cerrado a la ignorancia.,Castellón,Comunidad Valenciana,city
"Videojuegos, conocimiento, serendipia y co-creación en
el puzzle del cambio climático. Iniciativa interdisciplinar de @UJIuniversitat con el apoyo de @fdnc_es",Castellón,Comunidad Valenciana,city
Médico de vocación y de profesión. Y de paso me gusta lo del comer y el beber.,Castellón de la Plana,Comunidad Valenciana,city
"Apasionado de las culturas asiáticas. Estoy a favor de la unidad de España. He visitado USA, Portugal, Brasil, Italia, Japón y he vivido 5 años en China. 🇪🇸","Castellón de la Plana, España",Comunidad Valenciana,city
Software developer,"Castellón de la Plana, España",Comunidad Valenciana,city
"Hemos salido del Infieno de Tercera, ahora ya estamos en la mierda de 2ªB, aún así éste és y será siempre mi equipo. Pam Pam Orellut.","Castellón de la Plana, España",Comunidad Valenciana,city
"Somos una empresa familiar amantes de los animales
Nos vemos en la C/ Benlloch 13 local-1","Castellón de la Plana, España",Comunidad Valenciana,city
"VOX💚🇪🇸 Real Madrid 🇪🇸
#SiguemeYTeSigoVOX","Castellón de la Plana, España",Comunidad Valenciana,city
Universidad de Valencia. Pasión por la #cerámica #tile #química #Grupo Porcelanosa #tecnicocomercial 😉 Ser feliz con lo que hago y mi #familia,"Castellón-Valencia, C.V.",Comunidad Valenciana,city
"♀ 🌙| Estudio Diseño y desarrollo de videojuegos en la UJI. ✨♡ @M_F_Carrasco

loona fan account",Castellón/Burriana,Comunidad Valenciana,city
Psiquiatra 2.9 de origen escudero de tristes hidalgos,Castellón/Valencia/aquí,Comunidad Valenciana,city
"Maestra de primaria y estudiante de la UNED. 
Café, pipas y música.
#antisolotildista",Castilla y León,Castilla y León,city
"Izarren bidetik ilargiraino! 💫🌛
93/300",Castilla y León • Madrid,Castilla y León,city
Promoción y difusión de los recursos turísticos de Benavente (Zamora),"Castilla y leon, españa",Castilla y León,city
"A la mayoría le gusta ser escuchados, mientras la inmensa mayoría no sabe escuchar...","Castilla y León, España",Castilla y León,city
"La comunidad gitana vive una realidad que no se ve, ¿te atreves a descubrirla? BU, LE, PA, SA, SE, VA y ZA
#QueremosQueTeQuedesEnCasa 🏠
#LoParamosUnidos 💪","Castilla y León, España",Castilla y León,city
Perfil oficial de la Federación de Castilla y León de Balonmano 🤾‍♀️🤾‍♂️,"Castilla y León, España",Castilla y León,city
Necesito perdonarme para volver a dormir,"Castilla y León, España",Castilla y León,city
"Maestro de Primaria.7años dando clase en Alemania y 33 en Castillo.Jubilado.Lectura,Viajes,Fotografía.Abalorios.Por supuesto socialista.",Castillo de Locubín/Jaen,Andalucía,city
"Cuenta OFICIAL de #VOX en #Castrillón (#Asturias).
#TuVozEnCastrillón #PorEspaña #EspañaSiempre #LaAlternativa","Castrillón, Asturias, España",Principado de Asturias,city
"👉🏻Presidente de @NNGGCantabria. Diputado del Grupo Popular en el @parlacan: portavoz de Educación, FP, Universidades y Juventud 📚Estudié C.Políticas y un MBA",Castro-Urdiales / Santander,Cantabria,city
,"Castro-Urdiales, España",España,city
IG: hugocarrascop IG FAILS: churrascop,"Castro-Urdiales, España",España,city
"yo actúo como si no pasara nada, pero por dentro tengo hambre","Castro-Urdiales, España",España,city
"XXIII. A quererme y no a querer. Juntos, podemos con todo. 💙🖇✨","Castro-Urdiales, España",España,city
"Maestro en Educación Infantil.
Productor de Audiovisuales, Radio y Espectáculos.
Técnico en Gestión Administrativa.
Socorrista.
Diseñador Gráfico.
y más...","Castronuño, España",España,city
Relaciones Laborales. Ministerio de Justicia. Secretaria Provincial de Acción Institucional Cs Badajoz. Concejal y Portavoz Cs Ayuntamiento de Castuera.,Castuera (Badajoz),Extremadura,city
F1 + Fútbol + Baloncesto + Moto Gp + Tenis + Ciclismo + Rally + Todo Deporte,"Castuera, España",España,city
Catalana del dret i del revés !,CATALONIA,Cataluña,city
"Santfeliuenc, català, culer, esplaiero i mestre de @EscolaThauBCN. President de l'@acfsantfeliu. Cap de colla de @crematssfeliu.",Catalonia,Cataluña,city
MATHS,Catalonia,Cataluña,city
,Catalonia,Cataluña,city
"ALWAYS TAINTED BUDDHA IT'S ON YOUR BODY (dancing), MIND(feeling) AND SOUL(relax)-
 if you followme and later removeme, i remove&block you.",Catalonia,Cataluña,city
Consultora web. Medievalista. Web consultant. Medieval History researcher. Sapere Aude!,Catalonia - Mediterrània,Cataluña,city
,Catalonia Spain,Cataluña,city
,"Catalonia, Spain",Cataluña,city
"CIO Higher Ed - IT Governance, IT Management, Innovation, eGovernment, IT security & risk management, Enterprise Architecture","Catalonia, Spain",Cataluña,city
"Independentista per amor al meu país i la seva gent. Sóc animalista,LGTBI....visca catalunya lliure.","CATALONIA,El Montmell.(Tgn).",Cataluña,city
Viva mi Españita!🇪🇸,Cataluña es España hijosdeputa,Cataluña,city
,"Cataluña, España",Cataluña,city
"Neumólogo. Creo en una medicina científica, en la investigación y análisis de datos para aportar el máximo nivel de eficacia a los pacientes.","Cataluña, España",Cataluña,city
"𝘽𝙞𝙖𝙨: 𝙍𝙈, 𝙔𝙚𝙤𝙣𝙟𝙪𝙣 & 𝙇𝙞𝙨𝙖❤ 𝙳𝚊𝚞𝚐𝚑𝚝𝚎𝚛 𝚘𝚏 𝙼𝙰𝚁𝙼𝚈💕
𝐅𝐨𝐫𝐞𝐯𝐞𝐫 𝐀𝐑𝐌𝐘 💜","Cataluña, España",Cataluña,city
la vida,"Cataluña, España",Cataluña,city
"Enseñanza de artes marciales 🤛👊🤜para tratamiento de ñordos🇪🇸.
Sudaca por nacimiento y catalán por elección.
Antifacha🖕e independentista💪.
Bostero y culé.","Cataluña, España",Cataluña,city
u wot,"Cataluña, España",Cataluña,city
"23
Artist 2D
Character Designer/Illustrator
Furry
ESP/ENG
-
Insta: @mikiluquebarco
Priv: @papadahentaiera","Cataluña, España",Cataluña,city
Médico especialista en Medicina Física y Rehabilitación,"Cataluña, España",Cataluña,city
"Hay indepes fachas, sin duda","Cataluña, España",Cataluña,city
"Te espero en la calle,tomamos café o nos partimos la face,soy versatil","Cataluña, España",Cataluña,city
Las pequeñas cosas nos hacen grandes‼️ Autónomo 💪🏻 Regidor portaveu Cs Ajuntament #LliçàdAmunt,"Cataluña, España",Cataluña,city
un rio fluye sin lucha,"Cataluña, España",Cataluña,city
"~19~ Epitech Student ⌨ 
Futuro emprendedor  🔥BCN🔥","Cataluña, España",Cataluña,city
"Lestat🧛🏻‍♀️Cabreao (Shura)                              
Sacando de quicio a progres desde el siglo XVIII.            
Muerdo, luego existo.
Animus iocandi","Cataluña, España",Cataluña,city
Española nacida en Cataluña. Católica practicante.SPEXIT.#SiguemeYTeSigoVox#elvallenosetoca,"Cataluña, España",Cataluña,city
Simpatía y Alegría,"Cataluña, España",Cataluña,city
Apassionada de l'esport i de la vida. Només es viu un cop...,"Cataluña, España",Cataluña,city
Cuenta Oficial de @Iberismo_ en Cataluña | Los catalanes estiman mucho su honor y su palabra |,"Cataluña, España",Cataluña,city
"sOLo PaRa StALkear , subiendo fotos random mias y de cosas que me gustan , solo puedes seguirme si tienes rollo o eres un tete o teta","Cataluña, España",Cataluña,city
española nacida en Sabadell,"Cataluña, España ",Cataluña,city
Electrónico e informático. Serguidor de la actualidad y amante de las cosas y/o actos bien hechos.,Cataluña. Prov. de Barcelona,Cataluña,city
"Cap de l'Àrea de Serveis a l'Empresa del SOC @ocupaciocat.
Assessorant #empreses en processos de #selecció, #ajuts, #subvencions, #formacio i #practiques.",Catalunya,Cataluña,city
"Administració de la Generalitat de Catalunya    

ℹ️ Preguntes més freqüents sobre #coronavirus: http://gen.cat/preguntescovid
✏️ Consultes, al @012",Catalunya,Cataluña,city
El meu petit  país 🎗,catalunya,Cataluña,city
,Catalunya,Cataluña,city
graphic and web design,Catalunya,Cataluña,city
"Més de 25 anys de profe a l'INS EI del Penedès, demostrant dia a dia que hi ha vida més enllà del futbol... Apassionat de la música amb els meus amics d’aQstica",Catalunya,Cataluña,city
"Col·legi de Fisioterapeutes de Catalunya (CFC). LA SALUT, EN BONES MANS. #Fisioteràpia #Salut #FisioEsportCFC #EixTransversalCFC19 #NMECFC",Catalunya,Cataluña,city
La voluntat del poble és el fonament de l'autoritat de l'Estat (art 21 Drets Humans),Catalunya,Cataluña,city
"17, Barcelona📍 1200🐭|4909⚡️ talifana🧂",catalunya,Cataluña,city
Institut Català del Sòl - Generalitat de Catalunya,Catalunya,Cataluña,city
Advocats de TOTES les especialitats. Barcelona i Sabadell amb consulta i visita GRATUÏTA,Catalunya,Cataluña,city
"Govern Obert de la Generalitat de Catalunya: Participació, Transparència i Dades Obertes 📌 Normes de participació http://gen.cat/normesparticipacio",Catalunya,Cataluña,city
No hay libertad en un mundo liberal.,Catalunya,Cataluña,city
UAB. De la terra on es pon el sol. Lluitant contra mil contradiccions. I el tèrbol atzur de ser tres voltes rebel.,Catalunya,Cataluña,city
Secció d'Economia del diari ARA. Segueix-nos també a @AraEmprenem,Catalunya,Cataluña,city
Pare de familia nombrosa a St.Esteve de les Roures,Catalunya,Cataluña,city
"Marit, pare, fill, germà, oncle, amic, foodie, betetero, judoca, poliglota, historiador, arqueòleg, informàtic... 
Block al feixisme #ElPobleManaElGobernObeeix",Catalunya,Cataluña,city
Compartiendo información desde Tiana,Catalunya,Cataluña,city
nada,catalunya,Cataluña,city
Em mola la música i aquestes coses.,Catalunya,Cataluña,city
"Amant...de la música, de la vida, de les bones sorpreses, dels riures...",Catalunya,Cataluña,city
que només els petons ens tapin la boca,Catalunya,Cataluña,city
"Vaig en bici, en moto, escalo, camino, neu, gel, corredors i estimo una dona fantastica i una parelleta de barrufets que m'ho deixen fer tot",Catalunya,Cataluña,city
Professor de matemàtics.,Catalunya,Cataluña,city
"engineer, passionate of data-mining and statistics. it is more possible that you may meet me with my people than under a flag.",Catalunya,Cataluña,city
"“collons, mira q ets dens quan vols” Si tinc temps escric per la cara a @letapiriste.",Catalunya,Cataluña,city
"Treballador social a l'@icscatcentral, psicòleg en construcció a la @UOCuniversitat i professor associat a @EducacioUB",Catalunya,Cataluña,city
"Josep Campos, PhD. | Sports - Tennis - Teaching - Higher Education - Coaches Education - Physical Education - Science - Research - Consultant",Catalunya,Cataluña,city
"""Cada segon que vivim és un moment nou i únic de l’Univers, un moment que no tornarà mai més."" PAU CASALS🎗🎗🎗",Catalunya,Cataluña,city
"Que desastre, que mal todo",Catalunya,Cataluña,city
President electe de la Federació d'Entitats Excursionistes de Catalunya • Membre junta #COC • #ACDE • Prof. Hon. #ESERP BS · #URBAN Esports Fitness • #100FEEC,Catalunya,Cataluña,city
"Els altres mons de la literatura catalana. Som un web, una wiki, uns premis, un concurs i una revista de ciència-ficció, fantasia i terror. En català #CiFiCAT",Catalunya,Cataluña,city
"El Mundo es una Experiencia unica, pero no una unica Experiencia.",Catalunya,Cataluña,city
"Organitza't, milita, lluita • Joventut de @comunistes • 📲 https://t.co/ULlAMLH3Sv • 📷 https://t.co/AqfEjPM6Us • ▶️ https://t.co/oDVbpNmEhh",Catalunya,Cataluña,city
Filòloga. Professora de Secundària.,Catalunya,Cataluña,city
"Centre de psicologia, assessorament personal i salut.  Som a Barcelona, Girona, Manresa i Vic.",Catalunya,Cataluña,city
97. Universitat de Girona - Psicologia. Educació en el lleure @elgarbell 🍃,Catalunya,Cataluña,city
L'essencial és invisible als ulls,Catalunya,Cataluña,city
"La vida no es més que un efímer i absurd trànsit entre dues eternitats. 
#FemXarxa
🤗",Catalunya,Cataluña,city
"Contiene alérgenos: Vegan, bisexual y otras tonterías de la edad • Deconstrucción interseccional • La neutralidad es un apoyo al opresor",Catalunya,Cataluña,city
"Amant del Software. I love to code, that's why I found clappthehands. Now discovering quantum things and 3D printing!",Catalunya,Cataluña,city
"Inconformista, lluitadora i somiadora 😊",Catalunya,Cataluña,city
"1-O ni oblit ni perdó,
ho tornarem a fer,
2009 l'any de les sis copes",catalunya,Cataluña,city
"Advocat, MBA (Pace-USA) Treballo per la justica i la llibertat del meu pais. Assessor de Govern i “Accessibility consultant”. Enamorat de la meva familia.",Catalunya,Cataluña,city
Clar i català!!!,Catalunya,Cataluña,city
"L'Associació Professional d'Il·lustradors de Catalunya defensa i promou els seus membres, així com la il·lustració en general",Catalunya,Cataluña,city
"I can be changed by what happens to me. But I refuse to be reduced by it.
 ~ Maya Angelou",Catalunya,Cataluña,city
Honorable bleda assoleiada revoltada. #JosócCDR,Catalunya,Cataluña,city
"Proposem Pacte d'Estat CAT-ESP: realitat nacional, autogovern estable i de qualitat, nou model de finançament, convivència conjunta i governabilitat d'Espanya.",Catalunya,Cataluña,city
x=12,Catalunya,Cataluña,city
"Actor, periodista i guionista infiltrat",Catalunya,Cataluña,city
#LivingLAB per un #ModelRegeneratiu de Territoris Savis 💚 que generi una xarxa #EcoRegions liderada per Dynamitzadors de l' #EconomiaSostenible 🌿,Catalunya,Cataluña,city
Per la llibertat del meu país #Llibertatpresospolitics #paisoscatalans  #tossudamentalçats socia @assemblea i @omnium,Catalunya,Cataluña,city
No us fallaré.,Catalunya,Cataluña,city
Barcelona TV Music,Catalunya,Cataluña,city
"Arqueòleg. 
CFGS Vitivinicultura (Espiells).
Prehistoria/domesticació andina.
Engrescat en la producció de vins.
Escribo como acto de egoismo.",Catalunya,Cataluña,city
"Nosaltres som el somni, TRAM 101 V 26-2","Catalunya
",Cataluña,city
Who Dares Wins,Catalunya Estat,Cataluña,city
"26. Mechanical Engineer @la_UPC      
Plat II in LOL S9 playing in the jungle 
Freedom for Catalunya and its political prisoners",Catalunya Lliure,Cataluña,city
"Periodista-escritora, activista cultural- social, defensora de hombres y pueblos. Con ganas de saber, conciliar, amar...",Catalunya-España,Cataluña,city
,"Catalunya, ",Cataluña,city
"Intentant viure i deixar viure ,lluny de mals rotllos,trolls,i espècimens putrefactes, ansiós d'estrenar la República Catalana 😋😇","Catalunya, ",Cataluña,city
Crazy for Barça!,"Catalunya, Barcelona",Cataluña,city
Let's go planting!,"Catalunya, Espanya",Cataluña,city
escorpio amargada,"Catalunya, Espanya",Cataluña,city
narinant,"Catalunya, Espanya",Cataluña,city
"Pare de 3 cracs. Hematòleg a l'Hospital Universitari Mútua de Terrassa. Dedicat a la Leucèmia Aguda i Trasplantament i, sobretot, més feliç que un anís.","Catalunya, Espanya",Cataluña,city
#soyPromociona,"Catalunya, Espanya",Cataluña,city
"Licenciat en Història, Educador Social, sindicalista de CCOO. Perfil personal","Catalunya, Espanya",Cataluña,city
"D'esquerres, sense cap representació a l'altura. A la meva terra hi ha una pluja d'estels🌠","Catalunya, Europa",Cataluña,city
,"Catalunya, Europa",Cataluña,city
"M'agrada escoltar, no em crec tot el que escolto.",Catalunya.,Cataluña,city
"Independentista des que tinc consciència política. República sempre. #JosòcCDR
http://consell.xn--repblica-q5a.cat",Catalunya.,Cataluña,city
"Veni, vidi, vici. 
Ya 44 primaveras.
de Badalona.",Catalunya. Europa.,Cataluña,city
,"Cazalla de la Sierra, España",España,city
Doctorado en Filosofía @UABBarcelona estudiando la condición post-internet | Curandero en https://t.co/mPaGNTb5I4  | Spambient en https://t.co/AcB7T9suVR,CDMX - Barcelona,Cataluña,city
🎭🥁,CE Sabadell.,Cataluña,city
💟💟💟,"Cee, España",España,city
"Los cuentos de hadas son solo para niños. No hay dulces princesitas ni principes azules.
Se tan libre como puedas, que no te aten las opiniones de los demas...",Cerca de Alicante,Comunidad Valenciana,city
,"cerceda, a coruña",Galicia,city
"El canal de la Cerdanyola del coneixement, la tecnologia, la innovació, el progrés econòmic, la justicia social, la sostenibilitat...","Cerdanyola del Vallès, Catalunya",Cataluña,city
3/4 de psicòloga.,"Cerdanyola del Vallès, España",España,city
"Padre, vitoriano y baskonista. 
Director Digital de Sportium. 
Presidente de JDigital.",Ceuta,Ceuta,city
"No sueñes tu vida, vive tu sueño.",Ceuta,Ceuta,city
Psicóloga,Ceuta,Ceuta,city
"Acefep trabaja por mejorar la calidad de vida de las personas con trastorno mental y sus allegados.
Plaza Rafael Gibert 27, planta baja. 956757349",Ceuta,Ceuta,city
Derecho y ADE UGR,Ceuta,Ceuta,city
,CEUTA,Ceuta,city
"Caballa. 26 años
Graduada en Educación Infantil 🍼","Ceuta, Ciudad de Ceuta",Ceuta,city
So let's say we say yes to the Revolution. But does that mean that we're to say no to the Shabbat? Isaac Babel,"Ceuta, España",Ceuta,city
,"Ceuta, España",Ceuta,city
Ad astra per aspera,"Ceuta, España",Ceuta,city
💙🇪🇸,"Ceuta, España",Ceuta,city
Cine y videojuegos,"Ceuta, España",Ceuta,city
,"Chantada, España",España,city
saco lo peor de mi pá q tu lo disfrutes.,"Chiclana de la Frontera, Españ",Andalucía,city
Andaluz y español a mucha honra🇪🇸,"Chiclana de la Frontera, Españ",Andalucía,city
"No es frío, eres tú.","Chiclana de la Frontera, España",Andalucía,city
"Cellista peculiar desde 2005. Melómana y bibliófila. Intento de fotógrafa y fan de MotoGP.
 

https://t.co/l2Rlu6EaJm
https://t.co/KJPrOq0sqR…","Chiclana de la Frontera, Spain",Andalucía,city
"Mami de tres soles , Esperanza , Selena y Sayid ... ... ;)  .... Friki por naturaleza, más rara que un carnaval ( como muchos me dicen ) pero así soy yo 😆😆😆","Chiclana de la Frontera,Cadiz",Andalucía,city
http://Instagram.com/awachipiona http://facebook.com/awachipiona,"Chipiona, España",España,city
"No te arrepientas de nada, la gente buena te da felicidad, la mala te da lecciones y la maravillosa te da recuerdos.",Chucena-Huelva,Andalucía,city
"Abogado, opositor y forero profesional",Ciempozuelos (Madrid),Comunidad de Madrid,city
"Ni con miedo, ni a ratos; con ganas, todo el tiempo es lo que vale.       93 ✊🏽",Cieza (Murcia),Región de Murcia,city
handle with care,City of Valencia,Comunidad Valenciana,city
Academia General Militar//¿Diferencia entre temeridad y audacia? El resultado//🇪🇸🇪🇸🇪🇸,Ciudad de Leones (Zaragoza),Aragón,city
Estudiante de Marketing y publicidad.,"Ciudad de Melilla, España",Melilla,city
Espacio compartido de trabajo para freelancers y pequeñas empresas. Una iniciativa de la ONG @2030Accion #EmprendimientoSocial #Agenda2030 #ODS,"Ciudad Lineal, Madrid, España",Comunidad de Madrid,city
Una sonrisa cuesta menos que la electricidad y da más luz,Ciudad Real,Castilla-La Mancha,city
Policía Nacional en Prácticas. Promoción XXXIV.,Ciudad Real,Castilla-La Mancha,city
"28. Villarrubia de los Ojos. Las consecuencias de mis acciones son estas, como podían haber sido otras. Videogamer desde crio. Hombre gris en mis ratos libres.",Ciudad Real,Castilla-La Mancha,city
Grupo Municipal PP,Ciudad Real,Castilla-La Mancha,city
,"Ciudad Real, Castilla-La Manch",Castilla-La Mancha,city
Graduada en Administración y Dirección de Empresas. Opositora.,"Ciudad Real, Castilla-La Mancha",Castilla-La Mancha,city
"Ya no temo a la muerte, tengo arriba a quien me espera.'",Ciudad Real.,Castilla-La Mancha,city
MENORCA🌴                          🇪🇸🇫🇷                 Volleyball🏐          Windsurf🌊                                Teatro🎭,"Ciutadella de Menorca, España",España,city
"Pare,feminista,d'esquerres, sobiranista,funcionari vocacional, miltant de @mespermallorca","Ciutat, Mallorca",Islas Baleares,city
"Medicine & Psychology. Show Jumper. Horse Trainer. IPM™️. Travel, Poetry, Music, Art and Philosophy.",Clínica Universidad de Navarra,Navarra,city
,"Cobeja, España",España,city
"-Me quejo de lol, retuiteo memes y digo bullshit.
-No me gusta el lol, pero sí me gusta comer c**os
-Bff de @RistoMejide
-Spanish Tatarka fanboy nº1","Coca Land Ribeira, Galicia",Galicia,city
